"SampleID",SampleType,SampleSource,Host/SampleName,CollectionDate,CollectorName,CollectionMethod,CollectionDepth_cm,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,ExtractionDate,FwdPrimer,RevPrimer,AmplicationDate,LibraryPrepDate,DNAConcentration [ng/uL],LibraryMethod,FwdBarcode,RevBarcode,Library-Run_Name,SampleDescription,Project_Name,Plate,PlateLocation,SequencingRun_Name,Burned,BurnYear,Diet,ActivityLevel,Age,Gender,Ethnicity,WeeklyChewTobacco,WeeklyAlcohol,WeeklyCigarettes,WeeklyVape,WeeklyDrugs
"WS-27-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23478517,36.06563037,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B705,,Woolsey_Wet_Prairie_WS_27.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-27-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23478967,36.06569784,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B705,,Woolsey_Wet_Prairie_WS_27.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-27-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23464776,36.06565633,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B705,,Woolsey_Wet_Prairie_WS_27.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-27-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23463386,36.06563068,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B705,,Woolsey_Wet_Prairie_WS_27.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-27-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23453254,36.06565448,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B705,,Woolsey_Wet_Prairie_WS_27.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-28-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23472268,36.06596197,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B705,,Woolsey_Wet_Prairie_WS_28.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-28-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23472464,36.06590286,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B706,,Woolsey_Wet_Prairie_WS_28.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-28-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23465657,36.06595847,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B706,,Woolsey_Wet_Prairie_WS_28.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-28-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23465065,36.06586717,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B706,,Woolsey_Wet_Prairie_WS_28.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-28-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23486262,36.06596107,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B706,,Woolsey_Wet_Prairie_WS_28.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-29-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23461751,36.06583323,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B706,,Woolsey_Wet_Prairie_WS_29.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-29-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23454312,36.06577723,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B706,,Woolsey_Wet_Prairie_WS_29.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-29-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23447705,36.065785,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B706,,Woolsey_Wet_Prairie_WS_29.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-29-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23437526,36.06579133,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B706,,Woolsey_Wet_Prairie_WS_29.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-29-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.234726,36.06582912,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B707,,Woolsey_Wet_Prairie_WS_29.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-30-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23425252,36.06574262,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B707,,Woolsey_Wet_Prairie_WS_30.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-30-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2344213,36.06563418,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S505,i7_B707,,Woolsey_Wet_Prairie_WS_30.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-30-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23434985,36.06564462,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S507,i7_B707,,Woolsey_Wet_Prairie_WS_30.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-30-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23427983,36.06565889,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S508,i7_B707,,Woolsey_Wet_Prairie_WS_30.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-30-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23421468,36.06566511,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S510,i7_B707,,Woolsey_Wet_Prairie_WS_30.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-1-B",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-11-18,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,,,2-Step PCR,i5_B507,i7_B707,,Woolsey_Wet_Prairie_WS_Neg_1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-1-F",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-12-01,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S511,i7_B707,,Woolsey_Wet_Prairie_WS_Neg_1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-2-B",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-11-18,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,,,2-Step PCR,i5_B508,i7_B707,,Woolsey_Wet_Prairie_WS_Neg_2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-2-F",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-12-01,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S513,i7_B707,,Woolsey_Wet_Prairie_WS_Neg_2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-3-B",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-11-18,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,,,2-Step PCR,i5_B501,i7_B708,,Woolsey_Wet_Prairie_WS_Neg_3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Neg-3-F",Environmental,Extraction Negative,Woolsey Wet Prairie,2018-12-01,Geoff Zahn,Water in Kit,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B708,,Woolsey_Wet_Prairie_WS_Neg_3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Pos-1-B",Mock Community,Zymo Standard II,Woolsey Wet Prairie,2018-11-18,Geoff Zahn,Commercial Mock Community,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,,,2-Step PCR,i5_B502,i7_B708,,Woolsey_Wet_Prairie_WS_Pos_1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-Pos-1-F",Mock Community,Zymo Standard II,Woolsey Wet Prairie,2018-12-01,Geoff Zahn,Commercial Mock Community,NA,NA,NA,NA,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S503,i7_B708,,Woolsey_Wet_Prairie_WS_Pos_1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-42N",Environmental,Soil,NonBurn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B501,i7_B709,,Forest_Fire_Recovery_FS_42N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-115E",Environmental,Soil,Burn_2006,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B502,i7_B709,,Forest_Fire_Recovery_FS_115E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-53N",Environmental,Soil,NonBurn_2012,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B503,i7_B709,,Forest_Fire_Recovery_FS_53N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-71E",Environmental,Soil,NonBurn_2003,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B504,i7_B709,,Forest_Fire_Recovery_FS_71E,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-31W",Environmental,Soil,Burn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B505,i7_B709,,Forest_Fire_Recovery_FS_31W,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-73W",Environmental,Soil,NonBurn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B506,i7_B709,,Forest_Fire_Recovery_FS_73W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-2E",Environmental,Soil,NonBurn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B507,i7_B709,,Forest_Fire_Recovery_FS_2E,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-NEG1",Environmental,Soil,Negative1,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B508,i7_B709,,Forest_Fire_Recovery_FS_NEG 1,Forest_Fire_Recovery,,,Macrogen_2018,Negative1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-74E",Environmental,Soil,Burn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B501,i7_B710,,Forest_Fire_Recovery_FS_74E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-59N",Environmental,Soil,Burn_2006,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B502,i7_B710,,Forest_Fire_Recovery_FS_59N,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-53W",Environmental,Soil,NonBurn_2012,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B503,i7_B710,,Forest_Fire_Recovery_FS_53W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-82N",Environmental,Soil,NonBurn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B504,i7_B710,,Forest_Fire_Recovery_FS_82N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-31N",Environmental,Soil,Burn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B505,i7_B710,,Forest_Fire_Recovery_FS_31N,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-32E",Environmental,Soil,NonBurn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B506,i7_B710,,Forest_Fire_Recovery_FS_32E,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-2W",Environmental,Soil,NonBurn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B507,i7_B710,,Forest_Fire_Recovery_FS_2W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-NEG2",Environmental,Soil,Negative2,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B508,i7_B710,,Forest_Fire_Recovery_FS_NEG2,Forest_Fire_Recovery,,,Macrogen_2018,Negative2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-77N",Environmental,Soil,NonBurn_2003,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B501,i7_B711,,Forest_Fire_Recovery_FS_77N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-59W",Environmental,Soil,Burn_2006,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B502,i7_B711,,Forest_Fire_Recovery_FS_59W,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-53E",Environmental,Soil,NonBurn_2012,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B503,i7_B711,,Forest_Fire_Recovery_FS_53E,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-82W",Environmental,Soil,NonBurn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B504,i7_B711,,Forest_Fire_Recovery_FS_82W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-31E",Environmental,Soil,Burn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B505,i7_B711,,Forest_Fire_Recovery_FS_31E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-32W",Environmental,Soil,NonBurn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B506,i7_B711,,Forest_Fire_Recovery_FS_32W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-2N",Environmental,Soil,NonBurn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B507,i7_B711,,Forest_Fire_Recovery_FS_2N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-120E",Environmental,Soil,Burn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B508,i7_B711,,Forest_Fire_Recovery_FS_120E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-71W",Environmental,Soil,NonBurn_2003,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B501,i7_B712,,Forest_Fire_Recovery_FS_71W,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-59E",Environmental,Soil,Burn_2006,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B502,i7_B712,,Forest_Fire_Recovery_FS_59E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-54N",Environmental,Soil,Burn_2012,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B503,i7_B712,,Forest_Fire_Recovery_FS_54N,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-82E",Environmental,Soil,NonBurn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B504,i7_B712,,Forest_Fire_Recovery_FS_82E,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-73N",Environmental,Soil,NonBurn_2000,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B505,i7_B712,,Forest_Fire_Recovery_FS_73N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-32N",Environmental,Soil,NonBurn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B506,i7_B712,,Forest_Fire_Recovery_FS_32N,Forest_Fire_Recovery,,,Macrogen_2018,NonBurn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-1E",Environmental,Soil,Burn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B507,i7_B712,,Forest_Fire_Recovery_FS_1E,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-120W",Environmental,Soil,Burn_2015,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_B508,i7_B712,,Forest_Fire_Recovery_FS_120W,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FS-41W",Environmental,Soil,Burn_2007,,Spencer McGee,,5,,,,Zymo Soil Kit,Spencer McGee,,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_S502,i7_B709,,Forest_Fire_Recovery_FS_41W,Forest_Fire_Recovery,,,Macrogen_2018,Burn,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
